Inc_ID,Year,Neighborhood,BuildingCategoryNum,BuildingCategoryDes,TaxClassAtPresent,Block,Lot,BuildingClassAtPresent,StreetNum,StreetName,AptNum,ZipCode,ResidentialUnits,CommercialUnits,TotalUnits,LandSquareFeet,GrossSquareFeet,YearBuilt,TaxClassAtTimeOfSale,BuildingClassAtTimeOfSale,SalePrice,SaleDate,Beds,Baths,StreetAddress,GeoCode,LEASED
9499,2019,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1520,41,D4,166,EAST 92ND STREET,4B,10128,0,0,0,0,0,1941,2,D4,700000,09/23/2019,2,1,166 EAST 92ND STREET,"(-73.9519402, 40.782687100000004)",0
9807,2019,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1120,17,D4,17,WEST 67TH STREET,3C,10023,0,0,0,0,0,1930,2,D4,700000,07/23/2019,1,1,17 WEST 67TH STREET,"(-73.97946759999999, 40.7737734)",0
9895,2019,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1183,35,D4,300,WEST 72ND STREET,5B,10023,0,0,0,0,0,1942,2,D4,700000,02/13/2019,1,1,300 WEST 72ND STREET,"(-73.9849772, 40.779802399999994)",0
10050,2019,UPPER WEST SIDE (79-96),9,COOPS - WALKUP APARTMENTS,2C,1197,119,C6,23,WEST 83RD STREET,2F,10024,0,0,0,0,0,1900,2,C6,700000,09/19/2019,1,1,23 WEST 83RD STREET,"(-73.9718113, 40.7839984)",0
10287,2019,UPPER WEST SIDE (96-116),10,COOPS - ELEVATOR APARTMENTS,2,1888,76,D4,306,WEST 100TH STREET,65,10025,0,0,0,0,0,1940,2,D4,700000,08/27/2019,2,1,306 WEST 100TH STREET,"(-73.972142, 40.797907)",0
10343,2019,WASHINGTON HEIGHTS LOWER,10,COOPS - ELEVATOR APARTMENTS,2,2126,1,D4,565,WEST 169TH STREET,5B,10032,0,0,0,0,0,1910,2,D4,700000,02/11/2019,2,1,565 WEST 169TH STREET,"(-73.93890809999999, 40.84162020000001)",0
1765,2019,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,798,17,D0,147,WEST 22ND STREET,3S,10011,0,0,0,0,0,1909,2,D0,699999,01/30/2019,2,2,147 WEST 22ND STREET,"(-73.9949629, 40.7431888)",0
6558,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1586,5,D4,515,EAST 89TH STREET,4C,10128,0,0,0,0,0,1942,2,D4,699500,6/19/2018,1,1,515 EAST 89TH STREET,"(-73.94523530000001, 40.7776926)",0
969,2015,UPPER EAST SIDE (59-79)  ,10,COOPS - ELEVATOR APARTMENTS       ,2,1448,17,D4,345,EAST 73RD STREET,11J,10021,0,0,0,0,0,1961,2,D4,699000,5/20/2015,1,1,345 EAST 73RD STREET,"(-73.9561495, 40.7689971)",0
1334,2015,UPPER WEST SIDE (59-79)  ,10,COOPS - ELEVATOR APARTMENTS       ,2,1117,16,D4,29,WEST 64TH STREET,3A,10023,0,0,0,0,0,1938,2,D4,699000,3/25/2015,2,1,29 WEST 64TH STREET,"(-73.980845, 40.7719627)",0
1740,2016,CHELSEA                  ,9,COOPS - WALKUP APARTMENTS        ,2,722,47,C6,410,WEST 25TH STREET,4A,10001,0,0,0,0,0,1910,2,C6,699000,11/16/2016,1,1,410 WEST 25TH STREET,"(-74.0011694, 40.7479292)",0
2512,2017,EAST VILLAGE,10,COOPS - ELEVATOR APARTMENTS       ,2,469,25,D4,234,EAST 14TH STREET,3A,10003,0,0,0,0,0,1920,2,D4,699000,11/13/2017,1,1,234 EAST 14TH STREET,"(-73.985935, 40.732444)",0
3224,2017,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1446,23,D4,360,EAST 72ND STREET,B402,10021,0,0,0,0,0,1963,2,D4,699000,9/13/2017,1,1,360 EAST 72ND STREET,"(-73.956509, 40.767784000000006)",0
4012,2017,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS       ,2,1248,49,D4,334,WEST 87TH STREET,1D,10024,0,0,0,0,0,1927,2,D4,699000,6/13/2017,1,1,334 WEST 87TH STREET,"(-73.979003, 40.790000899999995)",0
4170,2018,ALPHABET CITY,9,COOPS - WALKUP APARTMENTS,2C,389,26,C6,216,EAST 7TH STREET,8,10009,0,0,0,0,0,1925,2,C6,699000,9/17/2018,1,1,216 EAST 7TH STREET,"(-73.97971170000001, 40.724231700000004)",0
5103,2018,MIDTOWN EAST,10,COOPS - ELEVATOR APARTMENTS,2,1328,21,D4,245,EAST 54TH STREET,16H,10022,0,0,0,0,0,1977,2,D4,699000,3/15/2018,1,1,245 EAST 54TH STREET,"(-73.9667949, 40.7577737)",0
5342,2018,MIDTOWN WEST,17,CONDO COOPS,2,1048,3003,R9,333,WEST 57TH STREET,414,10019,0,0,0,0,0,0,2,R9,699000,7/16/2018,0,1,333 WEST 57TH STREET,"(-73.9844176, 40.7676111)",0
6121,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,60,D4,20,EAST 88TH STREET,2A,10128,0,0,0,0,0,1923,2,D4,699000,11/28/2018,1,1,20 EAST 88TH STREET,"(-73.9584608, 40.7821875)",0
6122,2019,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1499,60,D4,20,EAST 88TH STREET,2A,10128,0,0,0,0,0,1923,2,D4,699000,11/28/2018,1,1,20 EAST 88TH STREET,"(-73.9584608, 40.7821875)",0
6349,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1532,15,D4,233,EAST 86TH STREET,7C,10028,0,0,0,0,0,1983,2,D4,699000,12/13/2018,1,1,233 EAST 86TH STREET,"(-73.952533, 40.778503)",0
6350,2019,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1532,15,D4,233,EAST 86TH STREET,7C,10028,0,0,0,0,0,1983,2,D4,699000,12/13/2018,1,1,233 EAST 86TH STREET,"(-73.952533, 40.778503)",0
6416,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1550,45,D4,302,EAST 88TH STREET,2A,10128,0,0,0,0,0,1957,2,D4,699000,2/1/2018,1,1,302 EAST 88TH STREET,"(-73.9502641, 40.7786493)",0
7539,2019,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,774,69,D4,254,WEST 25TH STREET,4D,10001,0,0,0,0,0,1925,2,D4,699000,08/23/2019,1,1,254 WEST 25TH STREET,"(-73.99666440000001, 40.7459815)",0
8406,2019,LOWER EAST SIDE,9,COOPS - WALKUP APARTMENTS,2,354,27,C6,139,NORFOLK STREET,2C,10002,0,0,0,0,0,1920,2,C6,699000,03/05/2019,1,1,139 NORFOLK STREET,"(-73.98666159999999, 40.7201261)",0
8466,2019,MANHATTAN VALLEY,13,CONDOS - ELEVATOR APARTMENTS,2,1833,4200,R4,400,CENTRAL PARK WEST,10F,10025,0,0,0,0,533,1960,2,R4,699000,07/09/2019,0,1,400 CENTRAL PARK WEST,"(-73.9632109, 40.794023200000005)",0
8792,2019,MURRAY HILL,10,COOPS - ELEVATOR APARTMENTS,2,892,25,D4,137,EAST 36TH STREET,4C,10016,0,0,0,0,0,1966,2,D4,699000,01/07/2019,2,1,137 EAST 36TH STREET,"(-73.97843990000001, 40.747797)",0
10225,2019,UPPER WEST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1228,1026,R4,2250,BROADWAY,3L,10024,0,0,0,0,461,1987,2,R4,699000,09/13/2019,0,1,2250 BROADWAY,"(-73.9789987, 40.7847799)",0
10261,2019,UPPER WEST SIDE (96-116),9,COOPS - WALKUP APARTMENTS,2C,1874,7,C6,247,WEST 102ND STREET,4,10025,0,0,0,0,0,1920,2,C6,699000,06/21/2019,1,1,247 WEST 102ND STREET,"(-73.969628, 40.798998)",0
640,2015,MIDTOWN WEST             ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1003,1058,R4,150,WEST 51ST STREET,House,10019,1,0,1,0,0,0,2,R4,695000,11/6/2015,1,1,150 WEST 51ST STREET,"(-73.98253890000001, 40.7614321)",0
1005,2016,UPPER EAST SIDE (59-79)  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1397,1504,R4,140,EAST 63RD STREET,House,10065,1,0,1,0,0,1927,2,R4,695000,8/11/2016,3,2,140 EAST 63RD STREET,"(-73.9662417, 40.7644486)",0
1759,2016,CHELSEA                  ,10,COOPS - ELEVATOR APARTMENTS       ,2,771,28,D4,221,WEST 21ST STREET,4D,10011,0,0,0,0,0,1920,2,D4,695000,5/11/2016,1,1,221 WEST 21ST STREET,"(-73.99753390000001, 40.7434377)",0
2420,2017,CHELSEA,10,COOPS - ELEVATOR APARTMENTS       ,2,722,18,D4,433,WEST 24TH STREET,3D,10011,0,0,0,0,0,1920,2,D4,695000,9/27/2017,1,1,433 WEST 24TH STREET,"(-74.0021978, 40.7479627)",0
2687,2017,LOWER EAST SIDE,10,COOPS - ELEVATOR APARTMENTS       ,2,321,1,D4,570,GRAND STREET,H1706,10002,0,0,0,0,0,1955,2,D4,695000,8/29/2017,3,3,570 GRAND STREET,"(-73.978966, 40.71406339999999)",0
2783,2017,MIDTOWN EAST,10,COOPS - ELEVATOR APARTMENTS       ,2,1350,1,D4,303,EAST 57TH STREET,22J,10022,0,0,0,0,0,1968,2,D4,695000,10/5/2017,2,2,303 EAST 57TH STREET,"(-73.96477900000001, 40.7595774)",1
3223,2017,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1446,23,D4,360,EAST 72ND STREET,A1004,10021,0,0,0,0,0,1963,2,D4,695000,4/28/2017,1,1,360 EAST 72ND STREET,"(-73.956509, 40.767784000000006)",0
3229,2017,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1447,9,D4,315,EAST 72ND STREET,12J,10021,0,0,0,0,0,1958,2,D4,695000,5/16/2017,1,1,315 EAST 72ND STREET,"(-73.9571521, 40.76875020000001)",0
4214,2018,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,722,18,D4,433,WEST 24TH STREET,3B,10011,0,0,0,0,0,1920,2,D4,695000,6/21/2018,1,1,433 WEST 24TH STREET,"(-74.0021978, 40.7479627)",0
4547,2018,GREENWICH VILLAGE-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,532,20,D0,77,BLEECKER STREET,918,10012,0,0,0,0,0,1930,2,D0,695000,8/1/2018,1,1,77 BLEECKER STREET,"(-73.9960934, 40.726966)",0
5102,2018,MIDTOWN EAST,10,COOPS - ELEVATOR APARTMENTS,2,1328,21,D4,245,EAST 54TH STREET,23L,10022,0,0,0,0,0,1977,2,D4,695000,5/24/2018,1,1,245 EAST 54TH STREET,"(-73.9667949, 40.7577737)",0
5387,2018,MURRAY HILL,10,COOPS - ELEVATOR APARTMENTS,2,865,7,D4,7,EAST 35TH STREET,10D,10016,0,0,0,0,0,1979,2,D4,695000,6/5/2018,1,1,7 EAST 35TH STREET,"(-73.98323609999998, 40.748997700000004)",0
5514,2018,MURRAY HILL,10,COOPS - ELEVATOR APARTMENTS,2,913,28,D4,251,EAST 32ND STREET,15J,10016,0,0,0,0,0,1964,2,D4,695000,10/19/2018,1,1,251 EAST 32ND STREET,"(-73.976964, 40.743849)",0
5515,2019,MURRAY HILL,10,COOPS - ELEVATOR APARTMENTS,2,913,28,D4,251,EAST 32ND STREET,15J,10016,0,0,0,0,0,1964,2,D4,695000,10/19/2018,1,1,251 EAST 32ND STREET,"(-73.976964, 40.743849)",0
7057,2018,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1210,17,D4,135,WEST 79TH STREET,5C,10024,0,0,0,0,0,1914,2,D4,695000,4/23/2018,1,1,135 WEST 79TH STREET,"(-73.97668979999999, 40.7827339)",0
7460,2019,ALPHABET CITY,9,COOPS - WALKUP APARTMENTS,2,400,47,C6,223,EAST 4TH STREET,16,10009,0,0,0,0,0,1937,2,C6,695000,07/12/2019,1,1,223 EAST 4TH STREET,"(-73.983144, 40.72378)",0
8537,2019,MIDTOWN EAST,10,COOPS - ELEVATOR APARTMENTS,2,1346,49,D4,300,EAST 54TH STREET,11F,10022,0,0,0,0,0,1977,2,D4,695000,02/21/2019,1,1,300 EAST 54TH STREET,"(-73.9663765, 40.7570848)",0
8555,2019,MIDTOWN EAST,10,COOPS - ELEVATOR APARTMENTS,2,1363,40,D4,414,EAST 52ND STREET,9E,10022,0,0,0,0,0,1931,2,D4,695000,04/25/2019,1,1,414 EAST 52ND STREET,"(-73.9644813, 40.7545386)",0
8727,2019,MIDTOWN WEST,13,CONDOS - ELEVATOR APARTMENTS,2,1271,1404,R4,77,WEST 55TH STREET,14D,10019,0,0,0,0,566,0,2,R4,695000,01/23/2019,0,1,77 WEST 55TH STREET,"(-73.97772859999999, 40.76309570000001)",0
8849,2019,MURRAY HILL,13,CONDOS - ELEVATOR APARTMENTS,2,890,1227,R4,155,EAST 34TH STREET,14E,10016,0,0,0,0,642,1964,2,R4,695000,06/05/2019,2,1,155 EAST 34TH STREET,"(-73.978689, 40.746232)",0
9183,2019,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1446,23,D4,360,EAST 72ND STREET,A404,10021,0,0,0,0,0,1963,2,D4,695000,03/01/2019,1,1,360 EAST 72ND STREET,"(-73.956509, 40.767784000000006)",0
9984,2019,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1164,1087,R4,201,WEST 72ND STREET,6H,10023,0,0,0,0,485,0,2,R4,695000,03/22/2019,0,1,201 WEST 72ND STREET,"(-73.98238429999999, 40.779156)",0
10217,2019,UPPER WEST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1223,1292,R4,100,WEST 93RD STREET,6D,10025,0,0,0,0,493,1973,2,R4,694525,03/28/2019,1,1,100 WEST 93RD STREET,"(-73.9696904, 40.7908018)",0
2239,2016,UPPER WEST SIDE (59-79)  ,10,COOPS - ELEVATOR APARTMENTS       ,2,1163,1,D4,246,WEST END AVENUE,1E,10023,0,0,0,0,0,1912,2,D4,693550,2/2/2016,1,1,246 WEST END AVENUE,"(-73.98460990000001, 40.7792101)",0
3007,2018,SOHO,9,COOPS - WALKUP APARTMENTS,2,489,8,C6,71,SULLIVAN STREET,3A,10012,0,0,0,0,0,1900,2,C6,693300,9/7/2018,1,1,71 SULLIVAN STREET,"(-74.00387420000001, 40.724458899999995)",0
5134,2018,MIDTOWN EAST,10,COOPS - ELEVATOR APARTMENTS,2,1346,14,D4,333,EAST 53RD STREET,3F,10022,0,0,0,0,0,1930,2,D4,693000,9/11/2018,1,1,333 EAST 53RD STREET,"(-73.96562829999999, 40.756321500000006)",0
6830,2018,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1169,37,D4,210,WEST 78TH STREET,4D,10024,0,0,0,0,0,1926,2,D4,693000,6/21/2018,1,1,210 WEST 78TH STREET,"(-73.9795365, 40.7825596)",0
7410,2018,WASHINGTON HEIGHTS UPPER,10,COOPS - ELEVATOR APARTMENTS,2,2179,170,D4,116,PINEHURST AVENUE,M11,10033,0,0,0,0,0,1925,2,D4,693000,10/15/2018,2,1,116 PINEHURST AVENUE,"(-73.93899520000001, 40.8525349)",0
7411,2019,WASHINGTON HEIGHTS UPPER,10,COOPS - ELEVATOR APARTMENTS,2,2179,170,D4,116,PINEHURST AVENUE,M11,10033,0,0,0,0,0,1925,2,D4,693000,10/15/2018,2,1,116 PINEHURST AVENUE,"(-73.93899520000001, 40.8525349)",0
8197,2019,GREENWICH VILLAGE-WEST,10,COOPS - ELEVATOR APARTMENTS,2,624,1,D4,99,BANK STREET,4B,10014,0,0,0,0,0,1968,2,D4,692500,06/28/2019,0,1,99 BANK STREET,"(-74.0062795, 40.736666899999996)",0
4011,2017,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS       ,2,1248,22,D4,315,WEST 86TH STREET,7D,10024,0,0,0,0,0,1927,2,D4,692410,11/22/2017,1,1,315 WEST 86TH STREET,"(-73.97864109999999, 40.789471899999995)",0
7833,2019,FINANCIAL,13,CONDOS - ELEVATOR APARTMENTS,2,53,1422,R4,123,WASHINGTON STREET,30E,10006,0,0,0,0,448,2007,2,R4,692410,04/05/2019,0,1,123 WASHINGTON STREET,"(-74.01375340000001, 40.7092191)",0
3166,2017,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1427,18,D4,245,EAST 72ND STREET,5B,10021,0,0,0,0,0,1930,2,D4,692250,9/11/2017,1,1,245 EAST 72ND STREET,"(-73.95890329999999, 40.769237200000006)",0
4465,2018,GRAMERCY,10,COOPS - ELEVATOR APARTMENTS,2,882,50,D4,160,EAST 27TH STREET,10B,10016,0,0,0,0,0,1963,2,D4,692000,12/4/2018,1,1,160 EAST 27TH STREET,"(-73.9817405, 40.741431799999994)",0
4466,2019,GRAMERCY,10,COOPS - ELEVATOR APARTMENTS,2,882,50,D4,160,EAST 27TH STREET,10B,10016,0,0,0,0,0,1963,2,D4,692000,12/04/2018,1,1,160 EAST 27TH STREET,"(-73.9817405, 40.741431799999994)",0
6557,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1586,21,D4,200,EAST END AVENUE,5N,10128,0,0,0,0,0,1952,2,D4,692000,3/2/2018,1,1,200 EAST END AVENUE,"(-73.94355949999999, 40.77723220000001)",0
7503,2019,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,770,67,C6,250,WEST 21ST STREET,6,10011,0,0,0,0,0,1910,2,C6,691000,05/17/2019,1,1,250 WEST 21ST STREET,"(-73.99867640000001, 40.743499299999996)",0
1286,2017,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS      ,2,1569,1319,R4,400,EAST 90TH STREET,House,10128,1,0,1,0,0,0,2,R4,690000,7/19/2017,1,1,400 EAST 90TH STREET,"(-73.9472423, 40.7791831)",0
1955,2016,MIDTOWN EAST             ,10,COOPS - ELEVATOR APARTMENTS       ,2,1349,44,D4,320,EAST 57TH STREET,13B,10022,0,0,0,0,0,1928,2,D4,690000,1/29/2016,1,1,320 EAST 57TH STREET,"(-73.9647057, 40.7588081)",0
2229,2016,UPPER WEST SIDE (59-79)  ,10,COOPS - ELEVATOR APARTMENTS       ,2,1138,53,D4,130,WEST 67TH STREET,10A,10023,0,0,0,0,0,1975,2,D4,690000,11/3/2016,1,1,130 WEST 67TH STREET,"(-73.9831522, 40.7748435)",0
2262,2018,UPPER WEST SIDE (79-96),9,COOPS - WALKUP APARTMENTS,2C,1196,17,C6,27,WEST 82ND STREET,2B,10024,0,0,0,0,0,1900,2,C6,690000,5/23/2018,1,1,27 WEST 82ND STREET,"(-73.9724541, 40.783434)",0
2331,2016,UPPER WEST SIDE (96-116) ,10,COOPS - ELEVATOR APARTMENTS       ,2,1851,12,D4,127,WEST 96TH STREET,8F,10025,0,0,0,0,0,1930,2,D4,690000,12/8/2016,1,1,127 WEST 96TH STREET,"(-73.9689989, 40.793732899999995)",0
2872,2017,MORNINGSIDE HEIGHTS,10,COOPS - ELEVATOR APARTMENTS       ,2,1978,1,D4,501,WEST 123RD STREET,5B,10027,0,0,0,0,0,1956,2,D4,690000,8/10/2017,2,1,501 WEST 123RD STREET,"(-73.95779499999999, 40.8117281)",0
2962,2017,MURRAY HILL,10,COOPS - ELEVATOR APARTMENTS       ,2,892,25,D4,137,EAST 36TH STREET,15D,10016,0,0,0,0,0,1966,2,D4,690000,2/14/2017,1,1,137 EAST 36TH STREET,"(-73.97843990000001, 40.747797)",0
3540,2017,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1147,56,D4,166,WEST 76TH STREET,5A,10023,0,0,0,0,0,1900,2,D4,690000,9/6/2017,1,1,166 WEST 76TH STREET,"(-73.9791003, 40.7807424)",0
3587,2017,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1179,19,D4,303,WEST 66TH STREET,20LW,10023,0,0,0,0,0,1962,2,D4,690000,2/8/2017,1,1,303 WEST 66TH STREET,"(-73.9876401, 40.776554)",0
3626,2017,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1186,59,D4,321,WEST 78TH STREET,1B,10024,0,0,0,0,0,1925,2,D4,690000,4/7/2017,1,1,321 WEST 78TH STREET,"(-73.98242900000001, 40.7841661)",0
3838,2018,UPPER WEST SIDE (59-79),17,CONDO COOPS,2,1141,1102,R9,2025,BROADWAY,23A,10023,0,0,0,0,0,1977,2,R9,690000,10/15/2018,1,1,2025 BROADWAY,"(-73.98247490000001, 40.777074600000006)",0
3839,2019,UPPER WEST SIDE (59-79),17,CONDO COOPS,2,1141,1102,R9,2025,BROADWAY,23A,10023,0,0,0,0,0,1977,2,R9,690000,10/15/2018,1,1,2025 BROADWAY,"(-73.98247490000001, 40.777074600000006)",0
3933,2017,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS       ,2,1217,6,D4,161,WEST 86TH STREET,7DD,10024,0,0,0,0,0,1914,2,D4,690000,12/13/2017,1,1,161 WEST 86TH STREET,"(-73.9741644, 40.787621)",0
4058,2017,UPPER WEST SIDE (96-116),10,COOPS - ELEVATOR APARTMENTS       ,2,1871,20,D4,233,WEST 99TH STREET,9C,10025,0,0,0,0,0,1930,2,D4,690000,3/8/2017,1,1,233 WEST 99TH STREET,"(-73.96987890000001, 40.79654620000001)",0
4155,2018,ALPHABET CITY,9,COOPS - WALKUP APARTMENTS,2,389,9,C6,184,EAST 7TH STREET,6,10009,0,0,0,0,0,1900,2,C6,690000,1/11/2018,1,1,184 EAST 7TH STREET,"(-73.98104909999999, 40.7248251)",0
4387,2018,EAST VILLAGE,10,COOPS - ELEVATOR APARTMENTS,2,467,22,D4,226,EAST 12TH STREET,8J,10003,0,0,0,0,0,1928,2,D4,690000,8/6/2018,1,1,226 EAST 12TH STREET,"(-73.9868635, 40.7313463)",0
4730,2018,GREENWICH VILLAGE-WEST,10,COOPS - ELEVATOR APARTMENTS,2,616,11,D4,14,HORATIO STREET,14A,10014,0,0,0,0,0,1960,2,D4,690000,7/2/2018,0,1,14 HORATIO STREET,"(-74.00334140000001, 40.7385669)",0
5536,2018,SOHO,9,COOPS - WALKUP APARTMENTS,2,516,1,C6,124,THOMPSON STREET,15,10012,0,0,0,0,0,1920,2,C6,690000,12/21/2018,1,1,124 THOMPSON STREET,"(-74.0013901, 40.7261696)",0
5537,2019,SOHO,9,COOPS - WALKUP APARTMENTS,2,516,1,C6,124,THOMPSON STREET,15,10012,0,0,0,0,0,1920,2,C6,690000,12/21/2018,1,1,124 THOMPSON STREET,"(-74.0013901, 40.7261696)",0
6097,2018,UPPER EAST SIDE (79-96),9,COOPS - WALKUP APARTMENTS,2C,1584,12,C6,517,EAST 87TH STREET,4E,10128,0,0,0,0,0,1925,2,C6,690000,1/23/2018,2,1,517 EAST 87TH STREET,"(-73.9453865, 40.7763982)",0
6232,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1516,42,D4,170,EAST 88TH STREET,8D,10128,0,0,0,0,0,1980,2,D4,690000,10/18/2018,1,2,170 EAST 88TH STREET,"(-73.953754, 40.7802258)",0
6233,2019,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1516,42,D4,170,EAST 88TH STREET,8D,10128,0,0,0,0,0,1980,2,D4,690000,10/18/2018,1,2,170 EAST 88TH STREET,"(-73.953754, 40.7802258)",0
6348,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1532,22,D4,250,EAST 87TH STREET,19D,10028,0,0,0,0,0,1970,2,D4,690000,9/27/2018,1,1,250 EAST 87TH STREET,"(-73.95182340000001, 40.7785204)",0
6880,2018,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1184,10,D4,263,WEST END AVENUE,14E,10023,0,0,0,0,0,1929,2,D4,690000,3/23/2018,1,1,263 WEST END AVENUE,"(-73.9846328, 40.7802357)",0
7024,2018,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1199,36,D4,257,CENTRAL PARK WEST,7G,10024,0,0,0,0,0,1925,2,D4,690000,7/30/2018,1,2,257 CENTRAL PARK WEST,"(-73.96973359999998, 40.7851979)",0
7083,2018,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1217,29,D4,107,WEST 86TH STREET,10B,10024,0,0,0,0,0,1929,2,D4,690000,10/25/2018,1,1,107 WEST 86TH STREET,"(-73.97252850000001, 40.786798600000004)",0
7084,2019,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1217,29,D4,107,WEST 86TH STREET,10B,10024,0,0,0,0,0,1929,2,D4,690000,10/25/2018,1,1,107 WEST 86TH STREET,"(-73.97252850000001, 40.786798600000004)",0
7266,2018,UPPER WEST SIDE (96-116),10,COOPS - ELEVATOR APARTMENTS,2,1851,12,D4,127,WEST 96TH STREET,4A,10025,0,0,0,0,0,1930,2,D4,690000,9/20/2018,1,1,127 WEST 96TH STREET,"(-73.9689989, 40.793732899999995)",0
7454,2019,ALPHABET CITY,9,COOPS - WALKUP APARTMENTS,2,377,59,C6,257,EAST 7TH STREET,6,10009,0,0,0,0,0,1900,2,C6,690000,07/25/2019,1,1,257 EAST 7TH STREET,"(-73.97770820000001, 40.723755100000005)",0
7761,2019,FASHION,10,COOPS - ELEVATOR APARTMENTS,2,836,64,D4,36,WEST 35TH STREET,6A,10001,0,0,0,0,0,1930,2,D4,690000,06/27/2019,1,1,36 WEST 35TH STREET,"(-73.9859244, 40.7497074)",0
10298,2019,UPPER WEST SIDE (96-116),10,COOPS - ELEVATOR APARTMENTS,2,1889,61,D4,855,WEST END AVENUE,1A,10025,0,0,0,0,0,1910,2,D4,690000,07/31/2019,1,1,855 WEST END AVENUE,"(-73.97067059999999, 40.7990285)",0
1561,2016,UPPER WEST SIDE (79-96)  ,10,COOPS - ELEVATOR APARTMENTS       ,2,1217,29,D4,107,WEST 86TH STREET,6D,10024,0,0,0,0,0,1929,2,D4,689000,10/25/2016,1,1,107 WEST 86TH STREET,"(-73.97252850000001, 40.786798600000004)",0
8201,2019,GREENWICH VILLAGE-WEST,10,COOPS - ELEVATOR APARTMENTS,2,632,17,D4,720,GREENWICH STREET,2M,10014,0,0,0,0,0,1930,2,D4,689000,07/01/2019,0,1,720 GREENWICH STREET,"(-74.00736479999999, 40.7346977)",0
8804,2019,MURRAY HILL,10,COOPS - ELEVATOR APARTMENTS,2,893,20,D4,310,LEXINGTON AVENUE,4D,10016,0,0,0,0,0,1959,2,D4,689000,08/27/2019,1,1,310 LEXINGTON AVENUE,"(-73.9782132, 40.7488179)",0
2589,2018,GREENWICH VILLAGE-WEST,9,COOPS - WALKUP APARTMENTS,2,613,40,C6,41,PERRY STREET,5D,10014,0,0,0,0,0,1910,2,C6,688888,12/11/2018,1,1,41 PERRY STREET,"(-74.0028374, 40.735806)",0
2590,2019,GREENWICH VILLAGE-WEST,9,COOPS - WALKUP APARTMENTS,2,613,40,C6,41,PERRY STREET,5D,10014,0,0,0,0,0,1910,2,C6,688888,12/11/2018,1,1,41 PERRY STREET,"(-74.0028374, 40.735806)",0
673,2017,MIDTOWN WEST,13,CONDOS - ELEVATOR APARTMENTS      ,2,1003,1194,R4,150,WEST 51ST STREET,House,10019,1,0,1,0,0,0,2,R4,688000,3/1/2017,1,1,150 WEST 51ST STREET,"(-73.98253890000001, 40.7614321)",0
